quote,author
“mereka tidak dapat mengambil harga diri kita kalau kita tidak memberikannya kepada mereka”,Mahatma Gandhi
"“Strive to make small changes and learn something new daily, because there is always these experiences you have had to tap into for the future.”",Roy T. Bennett
"“Bukan melupakan yang jadi masalahnya. Barangsiapa yang bisa menerima, maka dia akan bisa melupakan, hidup bahagia. Tapi jika dia tidak bisa menerima, dia tidak akan pernah bisa melupakan.”",Tere Liye
"“Easily mistaken, it is not about a love for adversity, it is about knowing a strength and a faith so great that adversity, in all its adverse manifestations, hardly even exists.”",Criss Jami
"“Those who don't value their words, will never value your wishes.”",Amit Kalantri
"“Bukan seberapa lama umat manusia bisa bertahan hidup sebagai ukuran kebahagiaan, tapi seberapa besar kemampuan mereka memeluk erat-erat semua hal menyakitkan yang mereka alami.”",Tere Liye
“Everyone has moments of weakness. But that doesn't make you weak.”,Katie Alender
“Reach for the sky but keep your feet on the ground”,Phil Limbert
“Live as many lives as you can.”,Sanober Khan
"“Don't be indifferent about any random idea that occurs to you, because each and every idea is for a particular purpose. it may not be beneficial to you, but can be what others are craving for”",Michael Bassey Johnson
"“Ability, experience and books have solution for all the problems.”",Amit Kalantri
"“I figure, sometimes, bad things happen to us so we can achieve a higher purpose and attain greater happiness and fulfillment in life.”",Omoakhuana Anthonia
"“Your youth is certainly finished and old age has definitely arrived if you feel that you are losing enthusiasm, excitement and energy towards your dreams and goals.”",Amit Kalantri
“Dare to be a fool in the face of impossibilities.”,TemitOpe Ibrahim
"“If thinking should precede acting, then acting must succeed thinking.”",Amit Kalantri
"“Compromise brings harmony to both, happiness to none.”",Amit Kalantri
"“Don't violate the law, but don't reject an idea because it's illegal. You might be able to get the law changed.”",ROBERTH H. SCHULLER
“Holding on to the past will hold you down in life. Learn from it but move on.”,Jonathan Anthony Burkett
"“Greatness comes from the inside and once you believe you have it, it's yours to share with the world.”",Chris Burkmenn
"“If you are not able to see your goals, they will take longer to achieve, and sometimes “longer” is ""never.”",Honoree Corder
“You don’t get what you wish for; you get what you work for.”,Daniel Milstein
"“Between natural ability and education choose natural ability, as it will keep you happy and will fetch you the glory sooner.”",Amit Kalantri
"“If you dare take the challenge, you will possess the courage to conquer.”",Lailah Gifty Akita
“The greatest happiness is a quiet kind. It’s the tender understanding that we’re living in a very strange place full of strange creatures. And there’s quite a bit of wonder in that.”,F.K. Preston
“It takes understanding to be outstanding”,Pastor Simeon Nwani
"“One sure way to kill a dream, is to suffocate it with worry.”",TemitOpe Ibrahim
“You cannot ‘fit yourself in’ to greatness. This can only be done by embracing and pursuing your biggest dreams and desires.”,Gordana Biernat
"“Well, if it can be thought, it can be done, a problem can be overcome,”",E.A. Bucchianeri
"“Anytime you're afraid to try something new...just remember, amateurs built the ark, professionals built the Titanic.”",Drake
“Without inspiration the best powers of the mind remain dormant. There is a fuel in us which needs to be ignited with sparks.”,Johann Gottfried Von Herder
"“To achieve anything, you must be prepared to dabble on the boundary of disaster.”",Stirling Moss
"“Like everything in life, it is not what happens to you but how you respond to it that counts.”",Steve Backley
“Don’t hide what you have just because people tell you it’s not normal. I have known normal people...and guess what? They are as boring as hell...”,Sidney Knight
"“It is never about who is right or wrong, it is about what is best.”",Steve Backley
"“Shame and blame should have no place in our body, mind, or spirit.”",Asa Don Brown
“Our perceptions are influenced by our surroundings.”,Asa Don Brown
“You can start to change your luck today. Begin believing that you can have what you desire and superior things will arrive.”,Steve Backley
“Fear is the Fatal killer of Desire.”,zig ziggler
"“Get a grip on yourself. there's only one god here on earth, and that's you. If you don't like the world, make one you like better.”",Yasmina Khadra
“Shrug off the no’s – they are temporary. This is your world. In your world there is only yes.”,Jolene Stockman
“The thrust of continuous action is the firewood which fuels motivation.”,Steve Backley
"“Through my choices and actions, I have learned the most effective way of speaking to God is without saying a word.”",Steve Maraboli
